House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,House_Age,Garage,Parking,Location,Furnished,Garden,Condition,Distance_to_City_km,Price
H03820,3789,5,4,3,32,0,2,Urban,Yes,No,Good,22.1,906558
H03821,4219,5,4,3,11,3,0,Rural,Yes,Yes,Excellent,24.3,950881
H03822,1119,6,4,2,26,2,2,Urban,No,No,Average,27.4,403992
H03823,4876,3,1,3,34,3,1,Urban,No,No,Good,22.6,1038646
H03824,2167,2,2,3,23,3,1,Suburban,Yes,No,Excellent,6.0,577412
H03825,3006,2,3,1,8,3,0,Rural,No,No,Average,4.3,651257
H03826,1996,4,2,1,23,0,0,Suburban,Yes,Yes,Good,4.3,579854
H03827,2882,2,1,3,8,2,0,Suburban,No,Yes,Excellent,4.4,710041
H03828,1670,4,4,2,20,1,2,Urban,No,Yes,Good,26.7,514186
H03829,1195,2,1,2,10,0,4,Rural,Yes,No,Average,3.0,331992
H03830,2037,1,2,2,15,2,4,Rural,No,Yes,Needs Renovation,3.7,431461
H03831,1895,4,3,3,25,1,2,Urban,Yes,No,Excellent,29.4,581553
H03832,2102,3,4,2,23,3,3,Rural,Yes,No,Average,23.0,463850
H03833,2829,5,1,3,31,0,0,Rural,Yes,Yes,Average,3.0,614899
H03834,1628,6,3,2,7,0,0,Rural,Yes,Yes,Average,8.0,471167
H03835,4723,1,2,1,15,1,2,Urban,No,No,Average,9.3,1034918
H03836,956,1,3,2,38,0,2,Rural,No,Yes,Good,6.2,243707
H03837,4342,3,4,2,16,2,0,Urban,Yes,Yes,Average,9.5,1051617
H03838,3168,1,4,3,40,0,4,Suburban,Yes,Yes,Needs Renovation,14.1,675132
H03839,2118,2,5,3,3,0,1,Urban,Yes,No,Good,16.6,650443
H03840,3439,1,3,3,6,1,0,Urban,Yes,No,Good,25.9,825489
H03841,1295,3,5,2,22,0,4,Suburban,No,Yes,Needs Renovation,4.3,373569
H03842,4944,3,1,1,9,1,2,Rural,Yes,No,Good,28.5,966882
H03843,2047,2,4,2,38,1,4,Rural,No,Yes,Excellent,28.8,440517
H03844,3710,3,2,2,34,3,2,Rural,No,Yes,Average,22.9,725613
H03845,2371,4,4,2,24,0,4,Rural,Yes,Yes,Needs Renovation,26.0,522934
H03846,2623,2,3,1,40,0,1,Suburban,No,Yes,Needs Renovation,27.2,530698
H03847,1211,5,2,3,20,2,4,Urban,No,Yes,Excellent,17.4,480746
H03848,4191,1,1,3,17,2,3,Suburban,No,Yes,Excellent,18.0,925759
H03849,804,5,1,1,1,1,3,Suburban,Yes,No,Excellent,24.2,342649
H03850,1549,6,4,2,35,1,4,Urban,No,No,Excellent,29.2,537664
H03851,3655,4,1,3,38,1,2,Suburban,No,Yes,Good,21.9,803480
H03852,3344,4,5,3,5,1,4,Urban,No,No,Good,11.4,883301
H03853,1902,1,4,1,32,2,2,Urban,Yes,No,Average,28.8,506771
H03854,2094,3,4,2,6,2,3,Rural,Yes,Yes,Average,15.8,515474
H03855,2513,2,1,1,35,0,0,Urban,Yes,No,Average,10.1,634076
H03856,3253,3,4,2,32,0,2,Suburban,Yes,Yes,Good,6.9,773207
H03857,3193,5,3,2,29,2,2,Suburban,Yes,Yes,Good,11.5,813852
H03858,4755,1,1,3,32,1,1,Urban,Yes,No,Average,27.2,974344
H03859,600,5,2,1,35,0,2,Urban,Yes,No,Excellent,2.8,397751
H03860,2232,1,4,2,4,0,4,Suburban,No,No,Needs Renovation,13.0,532849
H03861,3568,2,1,2,31,2,1,Urban,Yes,No,Average,7.4,827261
H03862,1405,6,4,3,8,3,3,Suburban,Yes,No,Good,22.5,494531
H03863,2331,6,4,2,13,1,3,Urban,Yes,No,Good,5.0,751371
H03864,759,3,5,3,32,3,0,Urban,Yes,Yes,Average,8.4,407462
H03865,1919,1,4,2,40,1,2,Suburban,Yes,Yes,Good,7.7,514194
H03866,4842,6,1,1,1,0,4,Suburban,No,Yes,Needs Renovation,13.4,1017697
H03867,1275,2,1,2,0,3,4,Suburban,Yes,Yes,Average,29.1,412586
H03868,1238,3,4,2,17,2,0,Urban,No,Yes,Needs Renovation,19.2,391402
H03869,1243,1,2,1,37,0,1,Urban,Yes,Yes,Average,18.0,383838
H03870,2458,2,2,2,40,0,0,Suburban,No,Yes,Excellent,14.7,571503
H03871,1523,1,4,1,21,3,3,Rural,Yes,No,Needs Renovation,20.6,342981
H03872,2574,5,1,3,17,3,4,Rural,Yes,No,Good,3.6,627457
H03873,3952,1,5,1,8,1,1,Rural,Yes,Yes,Excellent,26.5,848296
H03874,3629,5,1,1,0,0,3,Suburban,No,Yes,Average,12.6,848856
H03875,3756,5,3,2,5,2,4,Urban,No,Yes,Average,9.0,972697
H03876,1544,1,2,2,32,2,2,Suburban,Yes,Yes,Average,4.5,428643
H03877,2094,3,5,1,38,3,4,Urban,No,Yes,Good,29.0,579217
H03878,4397,6,5,3,9,2,4,Suburban,No,No,Needs Renovation,3.2,978752
H03879,4778,3,1,1,40,0,1,Suburban,Yes,No,Excellent,13.2,1021545
H03880,1703,3,3,1,6,1,1,Rural,No,Yes,Excellent,7.4,448828
H03881,4639,5,1,1,31,3,2,Rural,Yes,No,Good,8.9,970132
H03882,2176,5,5,3,17,1,0,Urban,Yes,Yes,Excellent,29.5,690365
H03883,2528,3,2,3,27,2,3,Rural,No,Yes,Average,13.1,548587
H03884,1775,3,2,1,40,0,2,Urban,No,Yes,Excellent,5.4,544614
H03885,4747,6,4,1,29,3,3,Suburban,Yes,Yes,Excellent,14.6,1118608
H03886,3394,5,2,2,4,0,0,Rural,No,No,Excellent,2.5,756508
H03887,4387,5,5,3,31,1,1,Rural,No,No,Average,15.8,874266
H03888,3613,3,4,2,2,3,1,Suburban,No,No,Good,2.2,875622
H03889,1347,3,4,2,24,2,1,Rural,Yes,No,Needs Renovation,16.7,313120
H03890,3530,1,3,1,40,0,0,Urban,Yes,Yes,Good,11.5,823195
H03891,1546,4,2,2,31,2,4,Urban,No,Yes,Needs Renovation,6.7,471197
H03892,1596,5,1,1,27,1,4,Urban,Yes,Yes,Good,27.4,542268
H03893,4485,2,1,3,10,1,4,Urban,Yes,No,Good,3.3,1054031
H03894,1468,3,3,3,4,1,4,Suburban,No,Yes,Good,18.3,468717
H03895,2196,3,2,3,23,0,2,Suburban,No,Yes,Average,13.1,542838
H03896,680,4,1,1,8,1,2,Rural,Yes,No,Good,1.7,276606
H03897,2059,3,3,3,32,3,4,Urban,Yes,No,Good,24.9,577040
H03898,1302,3,4,1,0,1,1,Rural,Yes,Yes,Needs Renovation,3.0,373639
H03899,1702,3,1,1,31,2,3,Urban,No,No,Average,11.0,466240
H03900,4066,4,4,3,30,1,3,Urban,No,Yes,Needs Renovation,11.4,937613
H03901,3800,5,5,2,6,1,2,Urban,Yes,Yes,Average,3.3,1015731
H03902,4059,4,2,2,18,0,3,Urban,Yes,Yes,Good,12.3,996366
H03903,2498,4,1,1,4,1,3,Suburban,Yes,No,Good,16.5,639093
H03904,4077,1,1,3,37,1,4,Rural,No,No,Good,14.4,757121
H03905,702,4,3,3,19,2,3,Rural,No,No,Good,21.8,218308
H03906,3406,3,2,1,35,0,1,Suburban,No,No,Average,14.7,727789
H03907,1581,4,4,3,23,2,3,Rural,No,Yes,Good,25.0,420840
H03908,4813,5,5,2,9,1,3,Suburban,Yes,Yes,Needs Renovation,24.9,1037190
H03909,4413,6,4,3,0,1,4,Urban,No,No,Excellent,5.7,1136854
H03910,3388,5,1,3,7,0,1,Urban,Yes,Yes,Good,2.1,908442
H03911,4637,5,5,2,16,2,0,Urban,No,No,Excellent,15.0,1124997
H03912,4277,1,1,1,38,2,3,Rural,No,No,Good,20.7,796951
H03913,2477,4,1,3,10,1,4,Rural,No,Yes,Needs Renovation,18.5,504709
H03914,663,3,2,1,4,2,1,Urban,Yes,No,Average,18.8,349379
H03915,2048,1,1,1,32,3,2,Rural,No,No,Average,29.5,361404
H03916,3607,3,3,2,18,0,4,Rural,Yes,Yes,Good,22.2,792060
H03917,4574,3,3,1,26,0,1,Urban,Yes,No,Good,27.9,1023071
H03918,2530,2,2,1,2,0,4,Suburban,Yes,Yes,Average,4.5,646405
H03919,1168,1,5,3,4,0,2,Rural,Yes,No,Excellent,3.5,380998
H03920,2772,2,5,2,34,2,3,Suburban,Yes,Yes,Average,6.8,699913
H03921,2766,5,2,3,38,3,3,Suburban,Yes,Yes,Good,17.6,705954
H03922,4607,6,1,2,36,2,2,Rural,No,Yes,Good,23.6,947822
H03923,3395,4,1,1,17,2,1,Urban,No,Yes,Average,23.7,798106
H03924,2732,6,2,2,25,0,4,Suburban,No,Yes,Average,22.6,654102
H03925,1215,1,5,3,13,1,1,Rural,No,No,Needs Renovation,8.0,293866
H03926,4422,1,5,1,38,0,1,Rural,No,No,Good,16.9,837958
H03927,3799,4,4,2,40,1,3,Rural,Yes,No,Excellent,13.7,832034
H03928,827,4,5,3,32,3,0,Rural,No,Yes,Good,12.1,281749
H03929,1349,1,2,2,20,2,3,Urban,No,No,Needs Renovation,2.2,420559
H03930,4210,3,1,1,40,3,0,Suburban,No,No,Excellent,15.3,902446
H03931,3018,1,5,3,15,0,1,Rural,Yes,No,Needs Renovation,3.7,635006
H03932,2439,3,3,3,5,0,2,Suburban,No,No,Good,23.9,588489
H03933,2525,1,4,1,37,2,2,Rural,Yes,No,Excellent,14.3,549628
H03934,1993,5,1,3,28,0,2,Suburban,Yes,No,Needs Renovation,10.1,473534
H03935,2258,4,5,2,35,0,3,Rural,Yes,No,Needs Renovation,7.8,479591
H03936,2020,5,4,3,10,2,0,Suburban,No,Yes,Excellent,29.7,566815
H03937,3049,5,5,3,14,2,0,Urban,No,Yes,Needs Renovation,28.2,744375
H03938,1110,3,4,3,13,1,4,Suburban,Yes,Yes,Needs Renovation,21.5,356716
H03939,3512,3,1,1,36,3,3,Suburban,Yes,Yes,Average,2.2,816679
H03940,2836,4,3,2,36,1,1,Rural,No,No,Needs Renovation,24.2,509065
H03941,725,4,5,3,20,3,2,Rural,No,No,Good,18.0,263608
H03942,4798,1,1,3,4,3,3,Rural,Yes,No,Excellent,24.4,963813
H03943,1633,3,1,3,38,0,2,Rural,No,Yes,Good,29.1,352001
H03944,4308,3,4,1,10,1,3,Urban,No,Yes,Average,21.9,1006179
H03945,2166,5,2,1,5,2,2,Urban,No,No,Average,21.2,625227
H03946,4609,6,1,1,40,3,3,Urban,No,No,Excellent,26.9,1047900
H03947,2558,6,3,1,36,0,1,Suburban,Yes,No,Average,1.5,653485
H03948,2604,4,2,1,22,2,3,Suburban,Yes,No,Needs Renovation,5.6,611235
H03949,680,3,5,1,25,1,2,Rural,No,Yes,Average,12.4,233981
H03950,764,3,2,3,9,1,3,Urban,Yes,No,Good,3.3,416536
H03951,3360,3,3,3,13,1,4,Rural,No,No,Good,9.1,718413
H03952,2873,2,4,3,37,3,4,Rural,Yes,No,Good,8.9,661710
H03953,4805,6,2,1,8,0,0,Suburban,No,Yes,Excellent,25.4,1071209
H03954,660,3,1,3,33,0,3,Rural,No,Yes,Average,11.0,192606
H03955,1322,5,1,1,16,3,0,Rural,No,No,Good,22.5,332471
H03956,2757,5,3,1,30,1,2,Urban,Yes,No,Excellent,29.0,728273
H03957,3493,1,5,3,36,1,2,Suburban,No,Yes,Excellent,20.2,776736
H03958,3940,6,2,3,7,3,1,Suburban,Yes,No,Excellent,13.4,965758
H03959,765,3,3,2,33,1,3,Urban,Yes,Yes,Good,26.7,357895
H03960,4131,6,4,2,28,2,0,Suburban,Yes,Yes,Needs Renovation,2.8,931041
H03961,2371,1,5,2,26,3,4,Rural,Yes,No,Needs Renovation,27.8,485174
H03962,1414,3,3,2,10,3,2,Urban,No,No,Excellent,13.6,523281
H03963,1235,1,4,3,15,3,2,Rural,No,Yes,Needs Renovation,17.4,284041
H03964,1068,2,2,1,22,3,2,Rural,No,No,Needs Renovation,19.0,198570
H03965,3866,2,1,3,40,0,2,Urban,No,No,Needs Renovation,21.1,790577
H03966,4169,4,3,2,0,0,0,Rural,Yes,Yes,Excellent,3.2,934753
H03967,2121,2,2,1,10,1,4,Rural,Yes,No,Excellent,2.9,554845
H03968,961,1,1,1,4,2,2,Rural,Yes,No,Excellent,5.9,312081
H03969,3466,3,5,2,7,2,4,Rural,Yes,No,Good,27.1,784630
H03970,4839,5,2,3,16,3,3,Rural,No,Yes,Good,28.4,992407
H03971,2850,1,2,3,22,3,4,Rural,No,No,Excellent,20.8,590308
H03972,4203,4,5,1,3,1,3,Urban,No,No,Needs Renovation,2.8,988431
H03973,3438,5,1,3,37,2,3,Urban,No,Yes,Average,15.8,837504
H03974,2049,3,5,1,13,1,1,Suburban,No,No,Average,4.2,527156
H03975,1769,6,4,2,20,2,3,Suburban,Yes,Yes,Average,3.0,558721
H03976,2030,6,4,3,16,1,0,Urban,Yes,Yes,Excellent,24.6,655727
H03977,3924,1,5,2,7,0,4,Rural,Yes,No,Needs Renovation,28.8,756212
H03978,1171,2,1,3,29,0,2,Rural,Yes,No,Average,16.2,244866
H03979,3960,1,5,1,1,3,1,Rural,Yes,No,Needs Renovation,29.4,781490
H03980,1122,3,4,1,15,1,4,Urban,No,Yes,Needs Renovation,1.7,421706
H03981,646,3,5,3,15,2,4,Rural,No,No,Good,8.3,274064
H03982,1943,3,4,1,29,0,0,Rural,Yes,No,Needs Renovation,3.3,432435
H03983,4421,1,1,3,29,0,4,Suburban,Yes,No,Excellent,26.7,919246
H03984,1029,1,2,3,22,1,2,Urban,No,No,Average,1.4,360655
H03985,1775,4,2,1,26,0,1,Urban,Yes,No,Good,16.7,553138
H03986,4315,6,3,2,30,2,0,Rural,Yes,No,Excellent,18.6,951552
H03987,994,5,5,2,3,0,0,Urban,No,Yes,Excellent,23.4,484717
H03988,1362,6,1,2,5,1,3,Suburban,Yes,Yes,Average,27.0,435103
H03989,2432,6,1,3,36,1,4,Rural,No,Yes,Good,11.4,547400
H03990,1171,5,4,3,24,2,1,Rural,Yes,No,Needs Renovation,13.7,297726
H03991,2941,3,5,3,3,1,1,Suburban,No,No,Needs Renovation,1.7,708173
H03992,1569,3,5,2,28,3,0,Rural,Yes,No,Good,9.5,442317
H03993,2684,1,3,2,21,0,2,Urban,No,No,Excellent,9.2,688516
H03994,1404,1,3,3,8,2,0,Suburban,No,No,Good,20.1,401815
H03995,2919,3,1,2,5,2,2,Suburban,Yes,No,Good,25.7,682535
H03996,1608,4,2,2,6,3,2,Suburban,Yes,Yes,Good,25.0,495635
H03997,2639,1,2,3,31,3,4,Suburban,Yes,No,Good,16.6,619780
H03998,785,5,1,2,26,0,1,Suburban,Yes,No,Good,13.7,325249
H03999,2452,1,5,2,11,1,2,Suburban,Yes,No,Good,21.6,597332
H04000,756,2,2,3,24,0,1,Urban,Yes,No,Good,7.5,345164
H04001,1503,6,1,3,15,0,0,Rural,Yes,No,Excellent,5.4,442755
H04002,4374,1,2,1,28,1,2,Urban,Yes,Yes,Excellent,10.9,1012001
H04003,3725,5,1,2,13,1,1,Rural,Yes,No,Needs Renovation,13.1,738070
H04004,4830,6,2,2,28,2,3,Urban,No,No,Excellent,15.0,1110534
H04005,3656,3,3,1,31,2,0,Suburban,Yes,Yes,Needs Renovation,22.0,768801
H04006,4074,5,4,1,17,3,3,Urban,Yes,Yes,Average,2.1,1025727
H04007,1654,1,5,1,9,0,1,Urban,Yes,No,Excellent,5.0,591929
H04008,2156,1,1,1,6,1,0,Urban,Yes,No,Good,20.4,586455
H04009,2299,2,4,2,13,2,0,Rural,Yes,No,Needs Renovation,6.5,496548
H04010,4097,1,3,3,36,2,2,Rural,No,Yes,Good,16.8,812277
H04011,2254,4,2,1,10,1,0,Urban,No,No,Good,6.4,658814
H04012,1520,6,3,3,21,1,4,Rural,Yes,No,Excellent,5.1,482772
H04013,2556,5,5,3,13,2,2,Suburban,Yes,Yes,Average,17.1,671289
H04014,897,6,4,2,24,2,0,Urban,No,Yes,Good,12.9,452983
H04015,2637,1,5,3,33,1,1,Suburban,No,No,Excellent,28.1,611488
H04016,2115,1,1,2,12,0,4,Suburban,Yes,Yes,Needs Renovation,19.4,492981
H04017,3134,2,2,2,22,1,2,Urban,No,Yes,Good,16.9,752877
H04018,2161,4,1,3,16,2,3,Suburban,Yes,Yes,Good,26.0,586920
H04019,1926,1,5,2,6,1,0,Suburban,Yes,Yes,Excellent,22.7,535721
H04020,2661,4,5,1,26,3,4,Urban,No,Yes,Good,2.2,776563
H04021,1308,4,3,2,9,2,1,Urban,Yes,Yes,Average,6.6,533680
H04022,1372,2,1,1,26,0,1,Rural,Yes,No,Excellent,2.6,345684
H04023,4203,1,2,3,11,3,0,Urban,Yes,No,Needs Renovation,25.7,901070
H04024,4060,2,2,2,7,2,0,Rural,No,Yes,Average,25.1,795037
H04025,4109,3,4,1,19,3,1,Rural,Yes,No,Needs Renovation,3.0,837033
H04026,1309,2,3,3,7,3,2,Urban,No,Yes,Average,22.1,432479
H04027,3972,4,1,2,24,2,2,Rural,Yes,No,Average,5.0,829023
H04028,1594,5,2,3,0,3,0,Rural,No,Yes,Average,14.4,409855
H04029,2252,2,5,2,14,3,4,Rural,Yes,No,Needs Renovation,10.1,494425
H04030,828,4,4,3,11,3,2,Suburban,No,No,Good,7.8,371481
H04031,3123,6,2,3,35,3,4,Suburban,No,Yes,Average,26.9,717221
H04032,1496,2,2,3,17,1,0,Urban,No,Yes,Needs Renovation,2.1,442713
H04033,3409,1,1,3,3,3,1,Rural,Yes,No,Needs Renovation,19.6,663474
H04034,1889,2,2,3,32,2,3,Urban,Yes,No,Good,4.6,584435
H04035,3505,2,5,3,10,2,0,Urban,No,No,Average,4.0,861573
H04036,1117,4,2,3,8,1,0,Rural,Yes,Yes,Needs Renovation,3.2,324548
H04037,3737,6,5,2,26,2,3,Suburban,No,Yes,Average,17.5,885233
H04038,4253,2,5,3,9,0,2,Urban,Yes,Yes,Needs Renovation,7.4,1017090
H04039,2281,5,3,3,30,1,3,Suburban,No,No,Good,28.2,567027
H04040,3198,3,1,1,19,2,1,Suburban,No,Yes,Excellent,3.0,788054
H04041,3742,4,2,1,10,1,4,Suburban,Yes,Yes,Good,26.9,858194
H04042,1202,4,4,3,11,2,3,Rural,No,No,Good,14.2,339273
H04043,3461,2,1,2,38,3,4,Suburban,Yes,No,Good,23.4,747981
H04044,3469,1,5,3,26,1,3,Urban,No,Yes,Excellent,19.8,843123
H04045,4043,6,3,3,0,1,2,Urban,No,No,Excellent,14.9,1011792
H04046,2048,5,1,2,33,2,1,Suburban,No,Yes,Needs Renovation,20.5,473233
H04047,2296,1,4,3,0,0,2,Rural,Yes,No,Excellent,7.2,553673
H04048,883,2,2,1,21,0,0,Urban,Yes,No,Excellent,27.3,343305
H04049,4464,1,1,2,35,1,2,Suburban,Yes,Yes,Needs Renovation,26.5,878552
H04050,3688,4,1,2,25,2,3,Rural,No,No,Good,7.0,751115
H04051,2991,4,4,1,18,2,3,Suburban,Yes,No,Average,29.2,712428
H04052,2221,5,1,3,8,2,2,Rural,No,Yes,Good,2.9,559217
H04053,2667,1,3,3,21,2,1,Urban,Yes,No,Excellent,23.6,707198
H04054,4461,3,5,2,0,1,1,Suburban,Yes,Yes,Good,22.5,1038380
H04055,2253,3,5,1,30,3,3,Rural,Yes,Yes,Good,20.0,571605
H04056,1557,5,1,1,18,2,2,Rural,No,No,Excellent,19.6,399719
H04057,4907,2,2,1,27,3,2,Suburban,No,Yes,Needs Renovation,12.0,1009973
H04058,2894,5,1,2,7,2,1,Rural,No,Yes,Excellent,4.7,677197
H04059,4134,5,1,1,12,1,3,Rural,No,Yes,Good,2.5,878562
H04060,2463,5,2,1,9,3,1,Suburban,No,Yes,Excellent,22.3,665029
H04061,1464,2,4,1,28,1,3,Rural,No,Yes,Excellent,2.0,415713
H04062,2715,1,3,1,26,2,3,Urban,No,No,Excellent,25.4,664225
H04063,4864,2,3,1,37,2,0,Suburban,Yes,Yes,Average,16.7,1003931
H04064,2449,6,5,3,2,0,1,Suburban,Yes,No,Good,11.6,683901
H04065,925,1,1,1,15,2,3,Urban,No,Yes,Good,19.5,363788
H04066,1232,2,1,2,39,1,2,Suburban,Yes,Yes,Average,22.0,334508
H04067,3338,3,4,3,18,3,4,Rural,Yes,No,Needs Renovation,28.7,659923
H04068,3579,6,1,1,10,2,4,Rural,Yes,Yes,Excellent,27.6,833029
H04069,1677,2,2,2,14,2,2,Urban,Yes,Yes,Good,28.1,532039
H04070,4435,3,2,2,1,1,1,Urban,No,Yes,Good,16.9,1027926
H04071,2366,6,1,1,3,2,0,Suburban,Yes,Yes,Needs Renovation,2.1,621478
H04072,3300,3,2,2,17,3,1,Rural,Yes,No,Excellent,12.7,747283
H04073,1272,4,1,3,21,1,4,Suburban,No,No,Good,28.2,356443
H04074,3194,1,5,2,13,2,2,Rural,Yes,Yes,Needs Renovation,6.2,701237
H04075,3429,5,3,2,1,0,3,Urban,No,Yes,Good,27.2,851133
H04076,3256,1,3,2,25,3,1,Rural,No,No,Good,15.7,676291
H04077,1070,4,2,3,31,2,2,Suburban,Yes,No,Needs Renovation,14.2,312585
H04078,3486,2,4,1,19,1,4,Suburban,Yes,Yes,Average,11.8,817039
H04079,3643,4,4,3,16,0,0,Rural,Yes,No,Excellent,16.5,802343
H04080,4734,5,3,1,7,0,1,Urban,Yes,No,Needs Renovation,7.5,1094269
H04081,1858,4,1,1,3,2,1,Urban,Yes,No,Excellent,28.6,595495
H04082,3321,2,3,2,9,1,3,Rural,No,Yes,Excellent,15.4,725737
H04083,1831,5,5,2,19,2,3,Urban,Yes,Yes,Average,17.4,619854
H04084,681,4,4,2,37,1,1,Suburban,No,Yes,Excellent,1.0,350382
H04085,3701,2,4,3,4,1,0,Urban,Yes,Yes,Average,7.4,940081
H04086,761,2,3,3,39,3,2,Suburban,Yes,Yes,Excellent,9.6,324962
H04087,4805,1,3,2,32,2,2,Rural,Yes,Yes,Good,23.9,956460
H04088,3368,4,3,1,27,1,2,Urban,Yes,Yes,Average,28.0,840246
H04089,3001,2,4,2,34,3,1,Suburban,No,No,Good,8.2,700372
H04090,1924,5,4,1,17,1,4,Urban,No,No,Average,19.3,588166
H04091,3500,2,3,3,8,0,3,Rural,No,Yes,Needs Renovation,12.9,704108
H04092,2438,1,5,1,16,0,4,Suburban,Yes,Yes,Needs Renovation,21.2,564448
H04093,1832,2,3,1,12,0,2,Urban,Yes,No,Excellent,19.6,589435
H04094,723,5,1,1,36,3,0,Urban,No,No,Needs Renovation,6.3,288890
H04095,1330,4,1,1,11,1,1,Suburban,Yes,Yes,Average,26.0,406229
H04096,622,5,5,2,29,2,2,Urban,No,Yes,Average,3.5,399345
H04097,3101,6,5,1,14,0,2,Suburban,No,No,Excellent,6.2,821961
H04098,1852,6,3,1,25,3,3,Rural,Yes,Yes,Excellent,12.6,554908
H04099,1551,4,2,2,32,0,0,Suburban,Yes,No,Good,27.8,424214
H04100,2192,5,3,3,32,0,0,Rural,Yes,Yes,Needs Renovation,3.7,489828
H04101,2656,3,2,2,39,1,4,Rural,No,No,Needs Renovation,3.7,507695
H04102,1502,1,3,2,21,1,1,Urban,Yes,No,Needs Renovation,19.1,421813
H04103,4834,4,1,1,33,3,2,Suburban,Yes,Yes,Excellent,5.2,1096096
H04104,4274,3,2,3,11,0,4,Urban,Yes,Yes,Needs Renovation,12.1,968734
H04105,1007,3,4,1,18,2,0,Suburban,No,Yes,Excellent,1.6,398597
H04106,2535,4,5,1,13,1,0,Rural,Yes,Yes,Good,23.3,620468
H04107,4617,1,3,2,40,3,1,Suburban,No,Yes,Needs Renovation,18.6,892203
H04108,2147,6,3,2,9,1,1,Rural,Yes,No,Needs Renovation,9.9,518433
H04109,4429,4,5,2,39,0,2,Rural,No,No,Average,9.0,883038
H04110,1217,4,3,3,11,3,1,Suburban,No,Yes,Needs Renovation,16.6,368366
H04111,3967,4,1,2,22,0,1,Suburban,Yes,No,Needs Renovation,18.5,836061
H04112,2648,6,1,3,40,0,3,Rural,Yes,No,Needs Renovation,8.0,560211
H04113,1004,2,1,3,37,0,2,Suburban,No,No,Average,16.6,238318
H04114,4294,3,2,2,25,2,1,Suburban,Yes,Yes,Needs Renovation,17.3,887928
H04115,2348,1,3,2,8,3,3,Suburban,Yes,Yes,Needs Renovation,2.7,613338
H04116,1682,1,2,1,16,1,1,Urban,Yes,Yes,Good,20.1,530861
H04117,4772,5,4,2,3,1,0,Urban,Yes,No,Excellent,10.5,1186954
H04118,3622,2,2,1,29,2,3,Urban,Yes,No,Excellent,28.5,875817
H04119,4555,4,3,3,20,0,4,Urban,Yes,Yes,Needs Renovation,4.5,1073693
H04120,4327,6,1,3,19,0,3,Urban,No,No,Excellent,18.4,1010979
H04121,4193,1,1,2,25,3,3,Rural,No,Yes,Excellent,1.9,893087
H04122,1190,6,5,1,25,1,2,Suburban,Yes,No,Good,3.6,454063
H04123,1424,6,2,2,16,1,0,Rural,Yes,Yes,Good,18.8,406677
H04124,1492,6,3,1,22,3,0,Urban,Yes,No,Average,6.0,561130
H04125,1708,1,5,3,35,1,4,Rural,No,No,Good,1.1,408357
H04126,851,5,3,1,26,3,0,Rural,Yes,No,Good,19.4,280749
H04127,3658,4,1,2,7,0,4,Suburban,Yes,Yes,Excellent,4.6,886370
H04128,4648,3,4,1,13,3,3,Rural,No,Yes,Excellent,3.5,1006977
H04129,850,1,4,3,35,1,4,Suburban,Yes,Yes,Excellent,21.1,319737
H04130,4266,2,4,2,14,3,2,Rural,Yes,Yes,Good,13.4,934587
H04131,1073,1,3,3,2,0,2,Suburban,Yes,Yes,Average,20.8,339750
H04132,635,5,4,2,4,2,1,Urban,Yes,Yes,Average,19.4,380314
H04133,4588,6,3,3,20,0,0,Rural,No,No,Needs Renovation,4.7,900080
H04134,2156,1,5,3,5,2,3,Suburban,No,No,Excellent,11.2,593906
H04135,2185,2,4,3,11,0,0,Suburban,Yes,Yes,Needs Renovation,5.1,545762
H04136,890,1,4,3,16,0,2,Rural,No,Yes,Average,1.5,258734
H04137,3269,4,1,1,8,1,4,Suburban,No,No,Needs Renovation,14.3,700389
H04138,883,3,4,1,14,0,0,Rural,Yes,No,Average,14.6,266740
H04139,3556,2,3,1,13,3,4,Suburban,Yes,No,Needs Renovation,8.8,811568
H04140,3633,5,2,2,23,1,1,Rural,Yes,Yes,Average,7.3,774945
H04141,2665,6,1,3,7,0,3,Suburban,No,No,Average,19.7,620084
H04142,903,1,5,2,28,3,0,Urban,Yes,No,Excellent,12.3,426905
H04143,2241,5,4,3,24,3,0,Urban,Yes,No,Good,20.4,677093
H04144,3032,6,1,3,28,2,4,Suburban,Yes,No,Excellent,18.7,749966
H04145,4629,5,3,1,28,3,0,Urban,Yes,Yes,Good,20.7,1111859
H04146,1099,6,1,1,18,0,3,Urban,No,Yes,Needs Renovation,24.5,395308
H04147,3287,4,1,1,22,0,0,Suburban,No,No,Excellent,15.0,732368
H04148,3472,3,4,2,34,0,1,Suburban,No,No,Needs Renovation,6.1,721786
H04149,1593,3,2,1,14,2,2,Suburban,Yes,No,Excellent,15.2,476649
H04150,1995,4,1,3,19,2,0,Rural,Yes,Yes,Average,19.7,468496
H04151,2348,1,5,1,21,1,1,Suburban,Yes,No,Average,8.0,575141
H04152,2795,2,2,2,15,2,3,Suburban,No,Yes,Excellent,10.4,716663
H04153,3716,2,4,3,26,2,2,Rural,Yes,No,Excellent,9.9,797062
H04154,811,2,2,1,13,2,1,Urban,No,No,Excellent,19.7,374841
H04155,3266,3,2,1,19,1,1,Suburban,Yes,Yes,Good,3.1,784334
H04156,1779,3,4,1,28,2,4,Urban,Yes,Yes,Average,1.6,581264
H04157,2193,6,3,3,17,3,3,Rural,No,Yes,Average,25.8,511397
H04158,4980,4,5,3,36,1,3,Suburban,No,Yes,Good,9.1,1109769
